6.164e-07,6.153e-07,6.1475e-07,6.153e-07,6.164e-07,6.1695e-07,6.2136e-07,6.1861e-07,6.1723e-07,6.1861e-07,6.2136e-07,6.2274e-07,6.2962e-07,6.2411e-07,6.2136e-07,6.2411e-07,6.2962e-07,6.3237e-07,6.4614e-07,6.3513e-07,6.2962e-07,6.3513e-07,6.4614e-07,6.5165e-07,7.1222e-07,6.7918e-07,6.6266e-07,6.7918e-07,7.1222e-07,7.2874e-07,7.563e-07,7.0673e-07,6.902e-07,7.2324e-07,7.7281e-07,7.8934e-07,6.9729e-07,6.7215e-07,7.0108e-07,7.5514e-07,7.8028e-07,7.5135e-07,5.4045e-07,5.9194e-07,6.9416e-07,7.4488e-07,6.9339e-07,5.9117e-07,3.0965e-07,5.1207e-07,5.999e-07,4.8531e-07,2.829e-07,1.9506e-07,1.3556e-07,3.1937e-07,4.0529e-07,3.0739e-07,1.2357e-07,3.7656e-08,-9.7354e-08,1.6875e-07,3.2798e-07,2.2111e-07,-4.4989e-08,-2.0422e-07,3.9395e-08,2.8684e-07,2.9557e-07,5.6863e-08,-1.9058e-07,-1.9932e-07,4.2645e-07,4.389e-07,2.1618e-07,-1.8989e-08,-3.1444e-08,1.9127e-07,5.757e-08,8.5325e-08,2.2846e-08,-6.7388e-08,-9.5142e-08,-3.2663e-08
-1.0223e-05,-1.0234e-05,-1.0239e-05,-1.0234e-05,-1.0223e-05,-1.0218e-05,-1.0176e-05,-1.0202e-05,-1.0215e-05,-1.0202e-05,-1.0176e-05,-1.0163e-05,-1.0097e-05,-1.015e-05,-1.0176e-05,-1.015e-05,-1.0097e-05,-1.0071e-05,-9.9396e-06,-1.0045e-05,-1.0097e-05,-1.0045e-05,-9.9396e-06,-9.8871e-06,-9.3093e-06,-9.6244e-06,-9.782e-06,-9.6244e-06,-9.3093e-06,-9.1517e-06,-8.6949e-06,-9.2162e-06,-9.4708e-06,-9.2042e-06,-8.6829e-06,-8.4283e-06,-8.1554e-06,-8.853e-06,-9.1718e-06,-8.7928e-06,-8.0951e-06,-7.7764e-06,-7.4984e-06,-8.406e-06,-8.7657e-06,-8.2179e-06,-7.3103e-06,-6.9506e-06,-5.8314e-06,-7.1656e-06,-7.6212e-06,-6.7426e-06,-5.4084e-06,-4.9528e-06,-5.7486e-06,-7.0375e-06,-7.0169e-06,-5.7073e-06,-4.4184e-06,-4.439e-06,-5.4503e-06,-6.4681e-06,-6.2474e-06,-5.0088e-06,-3.991e-06,-4.2117e-06,-5.2407e-06,-6.2264e-06,-5.9881e-06,-4.7639e-06,-3.7781e-06,-4.0165e-06,-5.2632e-06,-6.3043e-06,-5.9565e-06,-4.5677e-06,-3.5266e-06,-3.8744e-06,-6.3613e-06,-6.985e-06,-5.9779e-06,-4.3472e-06,-3.7235e-06,-4.7305e-06
-1.3188e-06,-1.3205e-06,-1.3213e-06,-1.3205e-06,-1.3188e-06,-1.3179e-06,-1.3111e-06,-1.3154e-06,-1.3175e-06,-1.3154e-06,-1.3111e-06,-1.309e-06,-1.2983e-06,-1.3068e-06,-1.3111e-06,-1.3068e-06,-1.2983e-06,-1.2941e-06,-1.2728e-06,-1.2898e-06,-1.2983e-06,-1.2898e-06,-1.2728e-06,-1.2642e-06,-1.1705e-06,-1.2216e-06,-1.2472e-06,-1.2216e-06,-1.1705e-06,-1.145e-06,-1.0744e-06,-1.1581e-06,-1.1976e-06,-1.1535e-06,-1.0698e-06,-1.0303e-06,-1.0069e-06,-1.1117e-06,-1.1527e-06,-1.0887e-06,-9.8386e-07,-9.4296e-07,-9.4166e-07,-1.0629e-06,-1.0959e-06,-1.0077e-06,-8.8642e-07,-8.5341e-07,-7.5501e-07,-9.0492e-07,-9.5037e-07,-8.459e-07,-6.9598e-07,-6.5054e-07,-7.9238e-07,-9.332e-07,-9.0522e-07,-7.3643e-07,-5.9562e-07,-6.2359e-07,-8.003e-07,-8.8126e-07,-8.1079e-07,-6.5937e-07,-5.7841e-07,-6.4888e-07,-7.6751e-07,-8.4171e-07,-7.8951e-07,-6.6312e-07,-5.8893e-07,-6.4112e-07,-7.5546e-07,-8.6595e-07,-8.1765e-07,-6.5886e-07,-5.4837e-07,-5.9666e-07,-1.0504e-06,-1.071e-06,-8.6946e-07,-6.4728e-07,-6.2665e-07,-8.2821e-07
-1.4321e-05,-1.4331e-05,-1.4336e-05,-1.4331e-05,-1.4321e-05,-1.4315e-05,-1.4275e-05,-1.43e-05,-1.4313e-05,-1.43e-05,-1.4275e-05,-1.4263e-05,-1.4199e-05,-1.425e-05,-1.4275e-05,-1.425e-05,-1.4199e-05,-1.4174e-05,-1.4048e-05,-1.4149e-05,-1.4199e-05,-1.4149e-05,-1.4048e-05,-1.3998e-05,-1.3443e-05,-1.3746e-05,-1.3897e-05,-1.3746e-05,-1.3443e-05,-1.3292e-05,-1.2785e-05,-1.3302e-05,-1.3581e-05,-1.3342e-05,-1.2824e-05,-1.2546e-05,-1.1878e-05,-1.2709e-05,-1.3225e-05,-1.2909e-05,-1.2078e-05,-1.1562e-05,-1.0502e-05,-1.1863e-05,-1.2672e-05,-1.212e-05,-1.0759e-05,-9.9497e-06,-7.6006e-06,-9.9947e-06,-1.0867e-05,-9.3456e-06,-6.9514e-06,-6.079e-06,-6.967e-06,-9.2269e-06,-9.4584e-06,-7.43e-06,-5.1701e-06,-4.9386e-06,-5.782e-06,-7.9538e-06,-8.1866e-06,-6.2477e-06,-4.0758e-06,-3.843e-06,-6.0305e-06,-8.0948e-06,-7.7792e-06,-5.3993e-06,-3.3349e-06,-3.6506e-06,-7.6923e-06,-8.9666e-06,-7.58e-06,-4.9189e-06,-3.6445e-06,-5.0312e-06,-8.164e-06,-8.8195e-06,-6.9902e-06,-4.5055e-06,-3.85e-06,-5.6793e-06
3.8992e-06,3.9007e-06,3.9015e-06,3.9007e-06,3.8992e-06,3.8984e-06,3.892e-06,3.896e-06,3.898e-06,3.896e-06,3.892e-06,3.89e-06,3.8801e-06,3.8881e-06,3.892e-06,3.8881e-06,3.8801e-06,3.8761e-06,3.8563e-06,3.8722e-06,3.8801e-06,3.8722e-06,3.8563e-06,3.8484e-06,3.7611e-06,3.8087e-06,3.8325e-06,3.8087e-06,3.7611e-06,3.7373e-06,3.5987e-06,3.6949e-06,3.7681e-06,3.7452e-06,3.6491e-06,3.5758e-06,3.122e-06,3.3916e-06,3.6529e-06,3.6447e-06,3.3751e-06,3.1138e-06,2.2665e-06,2.9012e-06,3.4262e-06,3.3166e-06,2.682e-06,2.1569e-06,8.8794e-07,2.1431e-06,2.568e-06,1.7377e-06,4.8261e-07,5.7706e-08,3.0884e-07,1.4392e-06,1.6526e-06,7.3564e-07,-3.947e-07,-6.081e-07,-5.0445e-07,7.5126e-07,1.0994e-06,1.9179e-07,-1.0639e-06,-1.412e-06,-1.5155e-07,1.0096e-06,8.7757e-07,-4.1552e-07,-1.5766e-06,-1.4446e-06,1.1091e-06,1.5353e-06,6.1432e-07,-7.3296e-07,-1.1592e-06,-2.3818e-07,4.806e-07,7.591e-07,4.2906e-08,-9.5179e-07,-1.2303e-06,-5.141e-07
4.016e-06,4.0165e-06,4.0167e-06,4.0165e-06,4.016e-06,4.0158e-06,4.0139e-06,4.0151e-06,4.0157e-06,4.0151e-06,4.0139e-06,4.0133e-06,4.0104e-06,4.0127e-06,4.0139e-06,4.0127e-06,4.0104e-06,4.0092e-06,4.0033e-06,4.008e-06,4.0104e-06,4.008e-06,4.0033e-06,4.0009e-06,3.975e-06,3.9891e-06,3.9962e-06,3.9891e-06,3.975e-06,3.9679e-06,3.8896e-06,3.9275e-06,3.9678e-06,3.9703e-06,3.9324e-06,3.8921e-06,3.5368e-06,3.7046e-06,3.8962e-06,3.9199e-06,3.7521e-06,3.5605e-06,2.874e-06,3.3295e-06,3.7393e-06,3.6936e-06,3.238e-06,2.8282e-06,1.7431e-06,2.7303e-06,3.0973e-06,2.4771e-06,1.4899e-06,1.1229e-06,1.2551e-06,2.1584e-06,2.365e-06,1.6683e-06,7.6495e-07,5.5833e-07,5.3049e-07,1.5661e-06,1.9124e-06,1.2231e-06,1.8748e-07,-1.5883e-07,8.6048e-07,1.827e-06,1.7498e-06,7.0597e-07,-2.6059e-07,-1.8333e-07,2.0194e-06,2.3353e-06,1.5466e-06,4.4208e-07,1.2621e-07,9.1489e-07,1.48e-06,1.6594e-06,1.0469e-06,2.5499e-07,7.5591e-08,6.881e-07
1.9608e-06,1.9599e-06,1.9595e-06,1.9599e-06,1.9608e-06,1.9613e-06,1.9649e-06,1.9627e-06,1.9615e-06,1.9627e-06,1.9649e-06,1.966e-06,1.9717e-06,1.9672e-06,1.9649e-06,1.9672e-06,1.9717e-06,1.974e-06,1.9853e-06,1.9762e-06,1.9717e-06,1.9762e-06,1.9853e-06,1.9898e-06,2.0396e-06,2.0124e-06,1.9989e-06,2.0124e-06,2.0396e-06,2.0532e-06,2.0556e-06,2.0199e-06,2.0165e-06,2.0487e-06,2.0844e-06,2.0878e-06,1.8923e-06,1.9193e-06,2.0051e-06,2.0637e-06,2.0367e-06,1.951e-06,1.542e-06,1.7293e-06,1.9509e-06,1.9852e-06,1.7979e-06,1.5763e-06,9.6785e-07,1.4645e-06,1.6646e-06,1.368e-06,8.714e-07,6.7131e-07,6.5774e-07,1.1117e-06,1.2571e-06,9.4843e-07,4.9443e-07,3.4908e-07,2.0446e-07,7.773e-07,1.0385e-06,7.2687e-07,1.5402e-07,-1.0718e-07,4.4711e-07,9.8123e-07,9.6326e-07,4.1117e-07,-1.2295e-07,-1.0498e-07,1.2168e-06,1.3155e-06,8.3727e-07,2.6035e-07,1.6168e-07,6.3992e-07,7.2811e-07,7.8394e-07,4.9917e-07,1.5857e-07,1.0275e-07,3.8752e-07
-2.0416e-06,-2.0446e-06,-2.0461e-06,-2.0446e-06,-2.0416e-06,-2.04e-06,-2.0279e-06,-2.0355e-06,-2.0393e-06,-2.0355e-06,-2.0279e-06,-2.0241e-06,-2.005e-06,-2.0203e-06,-2.0279e-06,-2.0203e-06,-2.005e-06,-1.9974e-06,-1.9594e-06,-1.9898e-06,-2.005e-06,-1.9898e-06,-1.9594e-06,-1.9442e-06,-1.7767e-06,-1.868e-06,-1.9137e-06,-1.868e-06,-1.7767e-06,-1.731e-06,-1.603e-06,-1.753e-06,-1.8246e-06,-1.7463e-06,-1.5963e-06,-1.5247e-06,-1.4713e-06,-1.6632e-06,-1.7423e-06,-1.6294e-06,-1.4375e-06,-1.3584e-06,-1.3327e-06,-1.5636e-06,-1.6361e-06,-1.4779e-06,-1.247e-06,-1.1745e-06,-9.8494e-07,-1.276e-06,-1.3593e-06,-1.1515e-06,-8.6039e-07,-7.7711e-07,-1.0199e-06,-1.2936e-06,-1.253e-06,-9.3876e-07,-6.6513e-07,-7.0572e-07,-1.0145e-06,-1.1923e-06,-1.081e-06,-7.9204e-07,-6.1426e-07,-7.2549e-07,-9.4367e-07,-1.1114e-06,-1.0293e-06,-7.7953e-07,-6.1185e-07,-6.9392e-07,-8.9982e-07,-1.1272e-06,-1.0554e-06,-7.5615e-07,-5.2877e-07,-6.006e-07,-1.3385e-06,-1.4316e-06,-1.1244e-06,-7.2424e-07,-6.3121e-07,-9.3837e-07
-3.4962e-06,-3.4988e-06,-3.5001e-06,-3.4988e-06,-3.4962e-06,-3.4949e-06,-3.4846e-06,-3.491e-06,-3.4943e-06,-3.491e-06,-3.4846e-06,-3.4814e-06,-3.4653e-06,-3.4781e-06,-3.4846e-06,-3.4781e-06,-3.4653e-06,-3.4588e-06,-3.4266e-06,-3.4524e-06,-3.4653e-06,-3.4524e-06,-3.4266e-06,-3.4137e-06,-3.272e-06,-3.3493e-06,-3.3879e-06,-3.3493e-06,-3.272e-06,-3.2333e-06,-3.1056e-06,-3.2374e-06,-3.3077e-06,-3.2462e-06,-3.1144e-06,-3.0441e-06,-2.8846e-06,-3.0926e-06,-3.2186e-06,-3.1366e-06,-2.9286e-06,-2.8026e-06,-2.5556e-06,-2.8894e-06,-3.0824e-06,-2.9414e-06,-2.6076e-06,-2.4147e-06,-1.873e-06,-2.4434e-06,-2.6451e-06,-2.2764e-06,-1.7059e-06,-1.5042e-06,-1.7484e-06,-2.2787e-06,-2.3172e-06,-1.8256e-06,-1.2953e-06,-1.2568e-06,-1.4927e-06,-1.9867e-06,-2.016e-06,-1.5514e-06,-1.0574e-06,-1.0281e-06,-1.5666e-06,-2.027e-06,-1.9271e-06,-1.3669e-06,-9.0652e-07,-1.0064e-06,-1.9759e-06,-2.2501e-06,-1.8951e-06,-1.2657e-06,-9.9146e-07,-1.3465e-06,-2.1827e-06,-2.283e-06,-1.7819e-06,-1.1806e-06,-1.0804e-06,-1.5814e-06
-5.7087e-06,-5.7113e-06,-5.7126e-06,-5.7113e-06,-5.7087e-06,-5.7074e-06,-5.6969e-06,-5.7035e-06,-5.7067e-06,-5.7035e-06,-5.6969e-06,-5.6936e-06,-5.6772e-06,-5.6903e-06,-5.6969e-06,-5.6903e-06,-5.6772e-06,-5.6707e-06,-5.6379e-06,-5.6641e-06,-5.6772e-06,-5.6641e-06,-5.6379e-06,-5.6248e-06,-5.4806e-06,-5.5592e-06,-5.5986e-06,-5.5592e-06,-5.4806e-06,-5.4412e-06,-5.3005e-06,-5.4373e-06,-5.5142e-06,-5.4543e-06,-5.3175e-06,-5.2406e-06,-5.014e-06,-5.2512e-06,-5.4127e-06,-5.3369e-06,-5.0997e-06,-4.9383e-06,-4.5574e-06,-4.9756e-06,-5.2473e-06,-5.1008e-06,-4.6826e-06,-4.4109e-06,-3.5661e-06,-4.3622e-06,-4.6746e-06,-4.1908e-06,-3.3947e-06,-3.0824e-06,-3.3561e-06,-4.1041e-06,-4.1969e-06,-3.5416e-06,-2.7936e-06,-2.7008e-06,-2.9314e-06,-3.6622e-06,-3.7718e-06,-3.1506e-06,-2.4198e-06,-2.3102e-06,-3.0958e-06,-3.7769e-06,-3.6551e-06,-2.8523e-06,-2.1712e-06,-2.293e-06,-3.8026e-06,-4.1496e-06,-3.5985e-06,-2.7005e-06,-2.3536e-06,-2.9046e-06,-3.991e-06,-4.0949e-06,-3.3853e-06,-2.5718e-06,-2.4679e-06,-3.1775e-06
